Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 橙色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 品红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 粉色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 青色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 紫色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 棕色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 绿色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 红色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 黑色花瓣块
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰网
appliedenergistics2:facade:0, 线缆伪装板 - 活根
appliedenergistics2:facade:0, 线缆伪装板 - 恶魔头南瓜
appliedenergistics2:facade:0, 线缆伪装板 - 魔力风暴
appliedenergistics2:facade:0, 线缆伪装板 - 微光石
appliedenergistics2:facade:0, 线缆伪装板 - 微光木板
appliedenergistics2:facade:0, 线缆伪装板 - 干草地
appliedenergistics2:facade:0, 线缆伪装板 - 黄金草地
appliedenergistics2:facade:0, 线缆伪装板 - 鲜草草地
appliedenergistics2:facade:0, 线缆伪装板 - 焦草草地
appliedenergistics2:facade:0, 线缆伪装板 - 注魔草地
appliedenergistics2:facade:0, 线缆伪装板 - 异变草地
appliedenergistics2:facade:0, 线缆伪装板 - 烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹烟熏石英块
appliedenergistics2:facade:0, 线缆伪装板 - 魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹魔力石英块
appliedenergistics2:facade:0, 线缆伪装板 - 烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹烈焰石英块
appliedenergistics2:facade:0, 线缆伪装板 - 熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹熏香石英块
appliedenergistics2:facade:0, 线缆伪装板 - 红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹红色石英块
appliedenergistics2:facade:0, 线缆伪装板 - 精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹精灵石英块
appliedenergistics2:facade:0, 线缆伪装板 - 金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹金黄石英块
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质沙漠石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质雪原石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原石头
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质沙漠圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质雪原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原圆石
appliedenergistics2:facade:0, 线缆伪装板 - 变质森林石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质平原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质高山石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质菌丝石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质沼泽石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质沙漠石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质雪原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 变质高原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质森林石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质平原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质高山石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质菌丝石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质沼泽石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质沙漠石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质雪原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制变质高原石砖
appliedenergistics2:facade:0, 线缆伪装板 - 白色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 黑色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 红色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 黄色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - 绿色葡萄牙路面
appliedenergistics2:facade:0, 线缆伪装板 - Hexamite
appliedenergistics2:facade:0, 线缆伪装板 - Flux Capacitor
appliedenergistics2:facade:0, 线缆伪装板 - Coalescence Matrix
appliedenergistics2:facade:0, 线缆伪装板 - 烟黑石英块
appliedenergistics2:facade:0, 线缆伪装板 - tile.thaumictinkerer:dummy_nitor.name
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯竖纹石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 聚能石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 福鲁伊克斯块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石
appliedenergistics2:facade:0, 线缆伪装板 - 陨石块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石石砖
appliedenergistics2:facade:0, 线缆伪装板 - 陨石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹木
appliedenergistics2:facade:0, 线缆伪装板 - 红木
appliedenergistics2:facade:0, 线缆伪装板 - 黑木
appliedenergistics2:facade:0, 线缆伪装板 - 根茎
appliedenergistics2:facade:0, 线缆伪装板 - 活根
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木树叶
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹树叶
appliedenergistics2:facade:0, 线缆伪装板 - 红树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 彩虹橡树叶
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石头
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 錾制遗迹石头
appliedenergistics2:facade:0, 线缆伪装板 - 装饰遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 破碎遗迹石砖
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹苔石砖
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石方块
appliedenergistics2:facade:0, 线缆伪装板 - 遗迹石沿
appliedenergistics2:facade:0, 线缆伪装板 - 树篱
appliedenergistics2:facade:0, 线缆伪装板 - 拆解台
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石头部
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 时光树原木
appliedenergistics2:facade:0, 线缆伪装板 - 变化树原木
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树原木
appliedenergistics2:facade:0, 线缆伪装板 - 分类树原木
appliedenergistics2:facade:0, 线缆伪装板 - 时光树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 变化树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 分类树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 时光树时钟
appliedenergistics2:facade:0, 线缆伪装板 - 变化树心脏
appliedenergistics2:facade:0, 线缆伪装板 - 矿石树核心
appliedenergistics2:facade:0, 线缆伪装板 - 分类树引擎
appliedenergistics2:facade:0, 线缆伪装板 - 塔树木板
appliedenergistics2:facade:0, 线缆伪装板 - 塔树板箱
appliedenergistics2:facade:0, 线缆伪装板 - 破裂塔木
appliedenergistics2:facade:0, 线缆伪装板 - 青苔塔木
appliedenergistics2:facade:0, 线缆伪装板 - 虫蛀塔木
appliedenergistics2:facade:0, 线缆伪装板 - 重现的方块
appliedenergistics2:facade:0, 线缆伪装板 - 消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 锁定的消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 解锁的消失的方块
appliedenergistics2:facade:0, 线缆伪装板 - 高塔建设者
appliedenergistics2:facade:0, 线缆伪装板 - 反建器
appliedenergistics2:facade:0, 线缆伪装板 - 恶魂陷阱
appliedenergistics2:facade:0, 线缆伪装板 - 砷铅铁反应堆
appliedenergistics2:facade:0, 线缆伪装板 - 要塞护盾
appliedenergistics2:facade:0, 线缆伪装板 - 极光方块
appliedenergistics2:facade:0, 线缆伪装板 - 地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 青苔地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 碎裂地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 抛光地下砖
appliedenergistics2:facade:0, 线缆伪装板 - 荆棘叶
appliedenergistics2:facade:0, 线缆伪装板 - 豆茎叶
appliedenergistics2:facade:0, 线缆伪装板 - 风化死岩
appliedenergistics2:facade:0, 线缆伪装板 - 裂纹死岩
appliedenergistics2:facade:0, 线缆伪装板 - 死岩
appliedenergistics2:facade:0, 线缆伪装板 - 黑树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 极光柱
appliedenergistics2:facade:0, 线缆伪装板 - 巨魔岩石
appliedenergistics2:facade:0, 线缆伪装板 - 薄云
appliedenergistics2:facade:0, 线缆伪装板 - 浮云
appliedenergistics2:facade:0, 线缆伪装板 - 巨型圆石
appliedenergistics2:facade:0, 线缆伪装板 - 巨型原木
appliedenergistics2:facade:0, 线缆伪装板 - 巨型树叶
appliedenergistics2:facade:0, 线缆伪装板 - 巨型黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 巨大的茎
appliedenergistics2:facade:0, 线缆伪装板 - 巨型荧光蘑菇
appliedenergistics2:facade:0, 线缆伪装板 - 城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 磨损城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 碎裂城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 城堡顶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 生苔城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 厚重城堡砖
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 黑纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖柱
appliedenergistics2:facade:0, 线缆伪装板 - 粗纹城堡砖瓦
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡符文砖
appliedenergistics2:facade:0, 线缆伪装板 - 余烬熔炉【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 余烬原木【未实现】
appliedenergistics2:facade:0, 线缆伪装板 - 黄色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 紫色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色城堡门
appliedenergistics2:facade:0, 线缆伪装板 - 铁树块
appliedenergistics2:facade:0, 线缆伪装板 - 炽热金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钢叶块
appliedenergistics2:facade:0, 线缆伪装板 - 极地毛皮块
appliedenergistics2:facade:0, 线缆伪装板 - 砷铅铁块
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 蚀刻娜迦苔石
appliedenergistics2:facade:0, 线缆伪装板 - 娜迦苔石柱
appliedenergistics2:facade:0, 线缆伪装板 - 风化的蚀刻娜迦石
appliedenergistics2:facade:0, 线缆伪装板 - 风化的娜迦石柱
appliedenergistics2:facade:0, 线缆伪装板 - 暮色橡木板
appliedenergistics2:facade:0, 线缆伪装板 - 苍穹木板
appliedenergistics2:facade:0, 线缆伪装板 - 红木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑木木板
appliedenergistics2:facade:0, 线缆伪装板 - 时光木板
appliedenergistics2:facade:0, 线缆伪装板 - 变化木板
appliedenergistics2:facade:0, 线缆伪装板 - 矿石木板
appliedenergistics2:facade:0, 线缆伪装板 - 分类木板
appliedenergistics2:facade:0, 线缆伪装板 - 圈状陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - 对角陶瓦
appliedenergistics2:facade:0, 线缆伪装板 - tile.twilightforest.StonePillar.name
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝土矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 焦炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 强化高炉砖
appliedenergistics2:facade:0, 线缆伪装板 - 焦煤块
appliedenergistics2:facade:0, 线缆伪装板 - 麻凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 混凝土砖
appliedenergistics2:facade:0, 线缆伪装板 - 镀铅混凝土
appliedenergistics2:facade:0, 线缆伪装板 - 绝缘玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 窑砖
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 防腐木板
appliedenergistics2:facade:0, 线缆伪装板 - 铜板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铝板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铅板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 银板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 镍板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铀板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钢板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铁板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 金板金属块
appliedenergistics2:facade:0, 线缆伪装板 - 铜线圈
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金线圈
appliedenergistics2:facade:0, 线缆伪装板 - 高压线圈
appliedenergistics2:facade:0, 线缆伪装板 - 红石工程块
appliedenergistics2:facade:0, 线缆伪装板 - 轻型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 重型工程块
appliedenergistics2:facade:0, 线缆伪装板 - 发电机模块
appliedenergistics2:facade:0, 线缆伪装板 - 散热器模块
appliedenergistics2:facade:0, 线缆伪装板 - 焦糖块
appliedenergistics2:facade:0, 线缆伪装板 - 糖砖
appliedenergistics2:facade:0, 线缆伪装板 - 巧克力块
appliedenergistics2:facade:0, 线缆伪装板 - 椰子方块
appliedenergistics2:facade:0, 线缆伪装板 - 虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 腐化虚空石
appliedenergistics2:facade:0, 线缆伪装板 - 腐化虚空石壤
appliedenergistics2:facade:0, 线缆伪装板 - 荒古符石
appliedenergistics2:facade:0, 线缆伪装板 - 雕文古石
appliedenergistics2:facade:0, 线缆伪装板 - 荒古石砖
appliedenergistics2:facade:0, 线缆伪装板 - 陈年石头
appliedenergistics2:facade:0, 线缆伪装板 - 发光陈年石头
appliedenergistics2:facade:0, 线缆伪装板 - 荒古石柱
appliedenergistics2:facade:0, 线缆伪装板 - 平滑荒古石砖
appliedenergistics2:facade:0, 线缆伪装板 - 荒古圆石
appliedenergistics2:facade:0, 线缆伪装板 - 荒古石灯
appliedenergistics2:facade:0, 线缆伪装板 - 神秘石
appliedenergistics2:facade:0, 线缆伪装板 - 雕纹宏伟之木
appliedenergistics2:facade:0, 线缆伪装板 - 镶框宏伟之木
appliedenergistics2:facade:0, 线缆伪装板 - Terra Infused Obsidian
appliedenergistics2:facade:0, 线缆伪装板 - 盖亚块
appliedenergistics2:facade:0, 线缆伪装板 - Compact Raw Porkchop
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 浅蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 柠檬色
appliedenergistics2:paint_ball:6, 染色球 - 粉色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 浅灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 浅蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 柠檬色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 浅灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 浅蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 柠檬色
appliedenergistics2:part:26, ME包层线缆 - 粉色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 浅灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - Fluix默认色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 浅蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 柠檬色
appliedenergistics2:part:506, ME致密包层线缆 - 粉色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 浅灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - Fluix默认色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 浅蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 柠檬色
appliedenergistics2:part:66, ME致密线缆 - 粉色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 浅灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - Fluix默认色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:part:6, ME玻璃线缆 - 粉色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - Fluix默认色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 浅蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
